0.06, 0.49, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33, 0.11, 0.0, 0.0, 0.0, 0.56, 0.0, 0.0, 0.0, 0.11, 0.0, 0.22, 0.0, 1.0, 0.0, 0.0, 0.64, 0.0, 0.0
0.06, 0.49, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33, 0.11, 0.0, 0.0, 0.0, 0.56, 0.0, 0.0, 0.0, 0.11, 0.0, 0.22, 0.0, 1.0, 0.0, 0.0, 0.64, 0.0, 0.0
0.06, 0.49, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33, 0.11, 0.0, 0.0, 0.0, 0.56, 0.0, 0.0, 0.0, 0.11, 0.0, 0.22, 0.0, 1.0, 0.0, 0.0, 0.64, 0.0, 0.0
0.06, 0.49, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33, 0.11, 0.0, 0.0, 0.0, 0.56, 0.0, 0.0, 0.0, 0.11, 0.0, 0.22, 0.0, 1.0, 0.0, 0.0, 0.64, 0.0, 0.0
0.06, 0.49, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33, 0.11, 0.0, 0.0, 0.0, 0.56, 0.0, 0.0, 0.0, 0.11, 0.0, 0.22, 0.0, 1.0, 0.0, 0.0, 0.64, 0.0, 0.0
0.06, 0.49, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33, 0.11, 0.0, 0.0, 0.0, 0.56, 0.0, 0.0, 0.0, 0.11, 0.0, 0.22, 0.0, 1.0, 0.0, 0.0, 0.64, 0.0, 0.0
0.06, 0.49, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33, 0.11, 0.0, 0.0, 0.0, 0.56, 0.0, 0.0, 0.0, 0.11, 0.0, 0.22, 0.0, 1.0, 0.0, 0.0, 0.64, 0.0, 0.0
0.06, 0.49, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33, 0.11, 0.0, 0.0, 0.0, 0.56, 0.0, 0.0, 0.0, 0.11, 0.0, 0.22, 0.0, 1.0, 0.0, 0.0, 0.64, 0.0, 0.0
0.06, 0.49, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33, 0.11, 0.0, 0.0, 0.0, 0.56, 0.0, 0.0, 0.0, 0.11, 0.0, 0.22, 0.0, 1.0, 0.0, 0.0, 0.64, 0.0, 0.0
0.06, 0.49, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33, 0.11, 0.0, 0.0, 0.0, 0.56, 0.0, 0.0, 0.0, 0.11, 0.0, 0.22, 0.0, 1.0, 0.0, 0.0, 0.64, 0.0, 0.0
0.06, 0.49, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33, 0.11, 0.0, 0.0, 0.0, 0.56, 0.0, 0.0, 0.0, 0.11, 0.0, 0.22, 0.0, 1.0, 0.0, 0.0, 0.64, 0.0, 0.0
0.06, 0.49, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33, 0.11, 0.0, 0.0, 0.0, 0.56, 0.0, 0.0, 0.0, 0.11, 0.0, 0.22, 0.0, 1.0, 0.0, 0.0, 0.64, 0.0, 0.0
0.06, 0.49, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33, 0.11, 0.0, 0.0, 0.0, 0.56, 0.0, 0.0, 0.0, 0.11, 0.0, 0.22, 0.0, 1.0, 0.0, 0.0, 0.64, 0.0, 0.0
0.06, 0.49, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33, 0.11, 0.0, 0.0, 0.0, 0.56, 0.0, 0.0, 0.0, 0.11, 0.0, 0.22, 0.0, 1.0, 0.0, 0.0, 0.64, 0.0, 0.0
0.06, 0.49, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33, 0.11, 0.0, 0.0, 0.0, 0.56, 0.0, 0.0, 0.0, 0.11, 0.0, 0.22, 0.0, 1.0, 0.0, 0.0, 0.64, 0.0, 0.0
0.06, 0.49, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33, 0.11, 0.0, 0.0, 0.0, 0.56, 0.0, 0.0, 0.0, 0.11, 0.0, 0.22, 0.0, 1.0, 0.0, 0.0, 0.64, 0.0, 0.0
0.06, 0.49, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33, 0.11, 0.0, 0.0, 0.0, 0.56, 0.0, 0.0, 0.0, 0.11, 0.0, 0.22, 0.0, 1.0, 0.0, 0.0, 0.64, 0.0, 0.0
0.06, 0.49, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33, 0.11, 0.0, 0.0, 0.0, 0.56, 0.0, 0.0, 0.0, 0.11, 0.0, 0.22, 0.0, 1.0, 0.0, 0.0, 0.64, 0.0, 0.0
0.06, 0.49, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33, 0.11, 0.0, 0.0, 0.0, 0.56, 0.0, 0.0, 0.0, 0.11, 0.0, 0.22, 0.0, 1.0, 0.0, 0.0, 0.64, 0.0, 0.0
0.06, 0.49, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33, 0.11, 0.0, 0.0, 0.0, 0.56, 0.0, 0.0, 0.0, 0.11, 0.0, 0.22, 0.0, 1.0, 0.0, 0.0, 0.64, 0.0, 0.0
